timestamp,game_num,winner,score_diff,total_moves,loss
2025-09-03 19:29:39,10,B,7.5,702,6.7274
2025-09-03 19:38:40,11,W,-43.5,737,6.9061
2025-09-03 19:45:21,12,W,-7.5,596,6.8702
2025-09-03 19:51:04,13,W,-45.5,538,6.8497
2025-09-03 19:57:22,14,W,-49.5,594,6.8920
2025-09-03 20:03:53,15,W,-55.5,587,6.7571
2025-09-03 20:18:55,16,B,20.5,1114,6.8982
2025-09-03 20:25:57,17,B,19.5,637,6.8397
2025-09-03 20:33:13,18,W,-146.5,637,6.9242
2025-09-03 20:41:40,19,W,-191.5,705,6.8427
2025-09-03 20:48:17,20,W,-37.5,606,6.9134
2025-09-03 21:18:56,21,W,-71.5,677,6.8832
2025-09-03 21:32:34,22,W,-212.5,957,6.9113
2025-09-03 21:42:12,23,B,51.5,574,6.8380
2025-09-03 22:00:21,24,B,13.5,1029,6.8344
2025-09-03 22:18:12,25,W,-186.5,1034,6.9148
2025-09-03 22:26:46,26,B,41.5,503,6.9112
2025-09-03 22:38:27,27,W,-122.5,685,6.8800
2025-09-03 22:49:46,28,W,-6.5,675,6.7248
2025-09-03 22:59:46,29,W,-97.5,592,6.9010
2025-09-03 23:09:11,30,W,-102.5,560,6.8371
2025-09-03 23:19:24,31,B,48.5,602,6.9034
2025-09-03 23:31:39,32,B,78.5,720,6.9149
2025-09-03 23:46:29,33,W,-80.5,875,6.8616
2025-09-03 23:55:56,34,B,98.5,560,6.8600
2025-09-04 00:08:13,35,W,-44.5,729,6.9074
2025-09-04 00:21:24,36,B,135.5,775,6.8670
2025-09-04 00:31:39,37,B,41.5,607,6.7891
2025-09-04 00:39:12,38,B,11.5,557,6.8268
2025-09-04 00:45:54,39,W,-115.5,596,6.7846
2025-09-04 00:55:09,40,W,-170.5,771,6.8254
2025-09-04 01:26:39,41,B,47.5,1006,6.8948
2025-09-04 01:36:40,42,W,-18.5,595,6.8615
2025-09-04 01:52:53,43,W,-121.5,962,6.8230
2025-09-04 02:11:25,44,B,147.5,1072,6.8239
2025-09-04 02:21:23,45,B,71.5,586,6.8255
2025-09-04 02:33:04,46,W,-107.5,679,6.8965
2025-09-04 02:41:30,47,W,-36.5,502,6.8979
2025-09-04 02:51:46,48,B,130.5,595,6.8929
2025-09-04 03:02:49,49,B,173.5,628,6.8201
2025-09-04 03:11:40,50,B,73.5,521,6.7848
2025-09-04 03:24:57,51,W,-48.5,786,6.7844
2025-09-04 03:33:20,52,W,-149.5,550,6.8956
2025-09-04 03:43:58,53,W,-132.5,857,6.8968
2025-09-04 03:50:00,54,B,132.5,541,6.8969
2025-09-04 03:55:54,55,W,-18.5,560,6.8600
2025-09-04 04:06:03,56,B,22.5,824,6.8219
2025-09-04 04:11:57,57,W,-52.5,525,6.8189
2025-09-04 04:19:11,58,W,-134.5,630,6.8185
2025-09-04 04:25:13,59,B,30.5,560,6.8955
2025-09-04 04:30:31,60,B,0.5,513,6.8530
2025-09-04 05:00:11,61,B,126.5,531,6.7455
2025-09-04 05:31:34,62,W,-45.5,1626,6.8935
2025-09-04 05:39:35,63,B,81.5,476,6.8946
2025-09-04 05:54:43,64,B,0.5,885,6.7819
2025-09-04 06:04:49,65,W,-26.5,600,6.8549
2025-09-04 06:13:49,66,W,-150.5,527,6.8574
2025-09-04 06:24:56,67,W,-4.5,661,6.8923
2025-09-04 06:33:44,68,B,47.5,537,6.7821
2025-09-04 06:43:44,69,W,-126.5,769,6.8921
2025-09-04 07:01:22,70,B,84.5,1218,6.8925
2025-09-04 07:10:43,71,W,-15.5,792,6.8185
2025-09-04 07:17:56,72,B,7.5,623,6.8917
2025-09-04 07:29:18,73,B,126.5,881,6.7447
2025-09-04 07:37:30,74,B,152.5,672,6.8556
2025-09-04 07:45:28,75,B,14.5,684,6.8898
2025-09-04 07:52:17,76,B,39.5,615,6.8216
2025-09-04 07:59:14,77,W,-64.5,606,6.8543
2025-09-04 08:05:34,78,W,-82.5,584,6.8556
2025-09-04 08:12:17,79,B,13.5,608,6.8549
2025-09-04 08:20:16,80,B,40.5,657,6.7442
2025-09-04 08:43:27,81,W,-73.5,633,6.8175
2025-09-04 08:49:29,82,W,-52.5,573,6.7828
2025-09-04 08:55:01,83,W,-185.5,530,6.7439
2025-09-04 09:02:03,84,B,14.5,635,6.8562
2025-09-04 09:08:13,85,W,-12.5,520,6.8181
2025-09-04 09:21:32,86,W,-156.5,953,6.8904
2025-09-04 09:31:12,87,B,119.5,769,6.7432
2025-09-04 09:38:38,88,B,18.5,625,6.8575
2025-09-04 09:44:19,89,B,60.5,494,6.8907
2025-09-04 09:54:15,90,W,-25.5,755,6.8552
2025-09-04 10:06:23,91,B,40.5,906,6.7439
2025-09-04 10:11:46,92,B,105.5,486,6.8513
2025-09-04 10:19:16,93,W,-70.5,630,6.8172
2025-09-04 10:25:06,94,B,4.5,561,6.8544
2025-09-04 10:31:43,95,B,76.5,615,6.7805
2025-09-04 10:38:56,96,B,47.5,660,6.7800
2025-09-04 10:45:49,97,B,146.5,627,6.8535
2025-09-04 10:54:32,98,B,55.5,739,6.8532
2025-09-04 11:04:30,99,B,234.5,785,6.8163
2025-09-04 11:11:48,100,B,109.5,646,6.8148
2025-09-04 11:40:27,101,B,28.5,550,6.8537
2025-09-04 11:51:31,102,B,76.5,902,6.8156
2025-09-04 11:58:17,103,B,22.5,609,6.8534
2025-09-04 12:09:40,104,B,23.5,932,6.7421
2025-09-04 12:16:12,105,W,-48.5,567,6.7775
2025-09-04 12:21:40,106,B,38.5,508,6.8885
2025-09-04 12:29:03,107,W,-110.5,644,6.7787
2025-09-04 12:34:37,108,B,73.5,526,6.8900
2025-09-04 12:41:22,109,W,-6.5,609,6.7787
2025-09-04 12:48:19,110,W,-74.5,604,6.8521
2025-09-04 12:56:59,111,W,-61.5,512,6.8521
2025-09-04 13:06:19,112,W,-141.5,715,6.8142
2025-09-04 13:11:37,113,B,13.5,511,6.8516
2025-09-04 13:17:02,114,W,-9.5,518,6.7786
2025-09-04 13:22:17,115,W,-48.5,485,6.8523
2025-09-04 13:34:37,116,W,-103.5,995,6.8898
2025-09-04 13:46:57,117,B,14.5,960,6.8502
2025-09-04 13:54:29,118,W,-72.5,672,6.8163
2025-09-04 14:01:19,119,W,-90.5,620,6.8153
2025-09-04 14:07:33,120,W,-28.5,585,6.8150
2025-09-04 14:33:47,121,B,15.5,776,6.8518
2025-09-04 14:44:25,122,W,-64.5,869,6.7777
2025-09-04 14:53:14,123,B,115.5,714,6.8525
2025-09-04 15:18:11,124,W,-81.5,1526,6.8161
2025-09-04 15:26:46,125,W,-105.5,719,6.8146
2025-09-04 15:33:46,126,B,134.5,597,6.8141
2025-09-04 15:41:47,127,W,-108.5,689,6.8150
2025-09-04 15:49:58,128,B,124.5,678,6.8888
2025-09-04 15:55:29,129,W,-20.5,524,6.8882
2025-09-04 16:02:31,130,W,-159.5,618,6.8141
2025-09-04 16:12:11,131,W,-127.5,784,6.8513
2025-09-04 16:19:13,132,B,59.5,646,6.7768
2025-09-04 16:34:54,133,W,-14.5,1139,6.8131
2025-09-04 16:44:16,134,B,34.5,811,6.8527
2025-09-04 16:50:18,135,W,-49.5,560,6.8885
2025-09-04 16:55:39,136,W,-8.5,521,6.8536
2025-09-04 17:01:31,137,W,-43.5,551,6.8890
2025-09-04 17:08:50,138,W,-138.5,616,6.8135
2025-09-04 17:15:38,139,W,-36.5,622,6.8524
2025-09-04 17:21:13,140,B,9.5,519,6.8520
2025-09-04 17:55:24,141,W,-2.5,1202,6.8520
2025-09-04 18:02:15,142,W,-76.5,600,6.8514
2025-09-04 18:10:58,143,B,30.5,732,6.8883
2025-09-04 18:21:52,144,B,46.5,870,6.8507
2025-09-04 18:31:00,145,B,60.5,755,6.8517
2025-09-04 18:41:05,146,W,-218.5,798,6.8148
2025-09-04 18:48:17,147,W,-78.5,632,6.8499
2025-09-04 18:55:43,148,B,3.5,667,6.8527
2025-09-04 19:02:20,149,B,52.5,612,6.8883
2025-09-04 19:08:36,150,B,41.5,543,6.8904
2025-09-04 19:15:00,151,B,16.5,571,6.8151
2025-09-04 19:21:33,152,W,-67.5,582,6.8850
2025-09-04 19:30:29,153,B,112.5,754,6.8540
2025-09-04 19:36:30,154,B,20.5,546,6.7771
2025-09-04 19:43:55,155,B,36.5,639,6.8516
2025-09-04 19:55:33,156,B,52.5,913,6.7788
2025-09-04 20:06:10,157,B,88.5,830,6.8512
2025-09-04 20:12:56,158,W,-74.5,582,6.8131
2025-09-04 20:21:05,159,B,60.5,688,6.8545
2025-09-04 20:29:43,160,B,138.5,714,6.8886
2025-09-04 20:51:34,161,B,83.5,547,6.8864
2025-09-04 20:57:50,162,B,22.5,594,6.7785
2025-09-04 21:05:20,163,W,-107.5,642,6.8141
2025-09-04 21:18:57,164,W,-89.5,797,6.8152
2025-09-04 21:27:45,165,B,19.5,519,6.7786
2025-09-04 21:38:47,166,B,35.5,647,6.8887
2025-09-04 21:49:37,167,B,53.5,642,6.8517
2025-09-04 22:00:26,168,B,96.5,642,6.8151
2025-09-04 22:11:03,169,B,90.5,630,6.8875
2025-09-04 22:20:00,170,B,61.5,532,6.7374
2025-09-04 22:32:52,171,W,-81.5,751,6.8143
2025-09-04 22:43:47,172,W,-27.5,650,6.8115
2025-09-04 23:02:37,173,B,34.5,1099,6.8142
2025-09-04 23:25:27,1,B,43.5,778,6.8132
2025-09-04 23:33:04,2,W,-1.5,686,6.8877
2025-09-04 23:43:51,3,B,2.5,812,6.8145
2025-09-04 23:55:49,4,B,28.5,711,6.7769
2025-09-05 00:03:41,5,B,46.5,464,6.8145
2025-09-05 00:12:55,6,W,-1.5,547,6.8866
2025-09-05 00:20:41,7,B,52.5,460,6.8492
2025-09-05 00:39:34,8,W,-26.5,1092,6.7792
2025-09-05 00:49:01,9,B,105.5,557,6.8868
2025-09-05 01:02:47,10,W,-32.5,820,6.7786
2025-09-05 01:11:11,11,B,111.5,496,6.8129
2025-09-05 01:23:21,12,W,-58.5,723,6.8843
2025-09-05 01:33:11,13,W,-26.5,586,6.7765
2025-09-05 01:41:20,14,B,82.5,675,6.8113
2025-09-05 01:54:46,15,W,-32.5,1043,6.8125
2025-09-05 02:03:56,16,W,-68.5,748,6.7740
2025-09-05 02:10:22,17,B,85.5,609,6.8864
2025-09-05 02:18:33,18,B,80.5,739,6.7735
2025-09-05 02:26:18,19,B,43.5,677,6.8861
2025-09-05 03:03:12,20,B,30.5,1733,6.7721
2025-09-05 03:30:38,21,W,-24.5,686,6.7311
2025-09-05 03:38:51,22,B,52.5,490,6.8048
2025-09-05 03:49:34,23,B,51.5,636,6.8065
2025-09-05 03:58:56,24,B,44.5,559,6.8032
2025-09-05 04:08:05,25,B,51.5,543,6.7972
2025-09-05 04:17:56,26,B,65.5,583,6.7719
2025-09-05 04:26:00,27,B,54.5,478,6.8742
2025-09-05 04:40:34,28,B,39.5,854,6.8312
2025-09-05 04:56:50,29,W,-53.5,957,6.8262
2025-09-05 05:07:08,30,B,85.5,609,6.8278
2025-09-05 05:17:58,31,B,12.5,639,6.7092
2025-09-05 05:32:52,32,W,-42.5,883,6.8143
2025-09-05 05:43:03,33,W,-56.5,726,6.7119
2025-09-05 05:54:35,34,B,115.5,871,6.8188
2025-09-05 06:00:37,35,B,14.5,585,6.8092
2025-09-05 06:06:03,36,B,66.5,515,6.7030
2025-09-05 06:11:44,37,B,32.5,550,6.8447
2025-09-05 06:18:06,38,B,103.5,562,6.7644
2025-09-05 06:24:57,39,B,62.5,628,6.7864
2025-09-05 06:33:20,40,W,-23.5,683,6.7516
2025-09-05 06:59:39,41,B,128.5,546,6.7889
2025-09-05 07:04:39,42,W,-3.5,476,6.7625
2025-09-05 07:11:54,43,B,60.5,628,6.7516
2025-09-05 07:20:36,44,W,-27.5,778,6.7664
2025-09-05 07:26:54,45,B,11.5,593,6.8149
2025-09-05 07:32:21,46,B,44.5,530,6.7820
2025-09-05 07:42:14,47,W,-19.5,842,6.7369
2025-09-05 07:52:16,48,W,-23.5,848,6.7239
2025-09-05 07:58:18,49,B,67.5,564,6.7701
2025-09-05 08:06:53,50,B,0.5,736,6.7531
2025-09-05 08:13:44,51,W,-26.5,633,6.7176
2025-09-05 08:20:46,52,W,-82.5,631,6.7851
2025-09-05 08:27:20,53,B,52.5,603,6.7124
2025-09-05 08:36:13,54,B,59.5,766,6.7295
2025-09-05 08:43:46,55,W,-57.5,677,6.7926
2025-09-05 08:49:58,56,B,5.5,588,6.7447
2025-09-05 08:56:34,57,B,4.5,628,6.7163
2025-09-05 09:26:25,58,W,-30.5,1605,6.6982
